	category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat_lon
186	National	Sweden	SE	Swedish	sv	lysekilsposten	European Union	General News	lysekilsposten	webnews	http://www.lysekilsposten.se/	(59.6749712, 14.5208584)
187	National	Hungary	HU	Hungarian	hu	kisalfold	European Union	General News	kisalfold.hu - A címoldalon	webnews	http://www.kisalfold.hu	(47.1817585, 19.5060937)
188	National	USA	US	English	en	AthensNews	North America	General News	Athens News	webnews	http://www.athensnews.com/	(39.7837304, -100.4458825)
189	National	Bulgaria	BG	Bulgarian	bg	eurochicago	European Union	General News	Euro Chicago	webnews	http://www.eurochicago.com/	(42.6073975, 25.4856617)
190	National	Belarus	BY	Russian	ru	bpc	Europe Other	General News	BDG bpc	webnews	http://www.bpc.by/	(53.4250605, 27.6971358)
191	National	Thailand	TH	Thai	th	tnnthailand	Asia	General News	tnnthailand	webnews	https://www.tnnthailand.com/home	(14.8971921, 100.83273)
192	National	Spain	ES	Spanish	es	culturaydeporte	European Union	General News	Portada de la web del Ministerio de Cultura y Deporte	webnews	http://www.culturaydeporte.gob.es/portada.html	(39.3262345, -4.8380649)
193	National	Portugal	PT	Portuguese	pt	observador	European Union	General News	Observador	webnews	https://observador.pt/	(38.7546059, -9.1881242)
194	National	France	FR	French	fr	ladepeche	European Union	General News	Ladépêche	webnews	http://www.ladepeche.fr/	(46.603354, 1.8883335)
195	National	Australia	AU	English	en	bom	Oceania	General News	Bureau of Meteorology	webnews	http://www.bom.gov.au/	(-34.921259250000006, 138.6216817176966)
196	National	Belgium	BE	English	en	eeas-african-union	European Union	General News	Delegation of the European Union to the African Union	webnews	https://eeas.europa.eu/delegations/african-union-au_en	(50.6402809, 4.6667145)
197	National	Poland	PL	Polish	pl	bnpparibas	European Union	General News	BGŻ BNP Paribas	webnews	https://www.bnpparibas.pl/rolnicy	(52.2294694, 20.974774)
198	National	Canada	CA	French	fr	usherbrooke	North America	General News	usherbrooke	webnews	https://www.usherbrooke.ca/	(61.0666922, -107.9917071)
199	International	USA	US	Spanish	es	fayerwayer	North America	General News	FayerWayer	webnews	http://www.fayerwayer.com/	(39.7837304, -100.4458825)
200	National	Haiti	HT	French	fr	alterpresse	Central America	General News	AlterPresse	webnews	http://www.alterpresse.org/	(19.1399952, -72.3570972)
201	National	Denmark	DK	Danish	da	shippingwatch	European Union	General News	ShippingWatch - Danish	webnews	http://shippingwatch.dk/	(55.670249, 10.3333283)
202	National	Netherlands	NL	Dutch	nl	bnr	European Union	General News	BNR	webnews	https://www.bnr.nl/	(52.348509, 4.9175882)
203	National	Germany	DE	German	de	sat1-de	European Union	General News	SAT-1	TVRadio	http://www.sat1.de/news/	(50.9001183, 12.435984206233798)
204	National	Germany	DE	German	de	bnn	European Union	General News	bnn	webnews	https://bnn.de	(49.0374488, 8.7036792)
205	National	Turkey	TR	Turkish	tr	gunes	EU Candidate	General News	Günes	webnews	http://www.gunes.com/	(39.3733046, 37.8598874)
206	National	USA	US	English	en	bnd	North America	General News	Belleville News-Democrat newspaper in Belleville	webnews	https://www.bnd.com/	(39.7837304, -100.4458825)
207	Regional	Italy	IT	Italian	it	iltirreno	European Union	General News	Il Tirreno	webnews	http://iltirreno.gelocal.it/	(43.55212365, 10.327874016189533)
208	National	Iran	IR	Persian	fa	iranpressnews	Middle East	General News	Iran press news	webnews	http://www.iranpressnews.com/	(32.6475314, 54.5643516)
209	National	Libya	LY	Arabic	ar	alwasat	Africa	General News	alwasat	webnews	http://alwasat.ly/	(26.8234472, 18.1236723)
210	National	Bahrain	BH	Arabic	ar	bna	Middle East	General News	Bahrain News Agency	webnews	https://www.bna.bh/	(26.1551249, 50.5344606)
211	National	Iran	IR	Persian	fa	ebtekarnews	Middle East	General News	Iranian online newspaper	webnews	http://www.ebtekarnews.com/	(32.6475314, 54.5643516)
212	National	Netherlands	NL	Dutch	nl	dvhn	European Union	General News	Dagblad van het Noorden	webnews	https://www.dvhn.nl/	(53.2135189, 6.5892833)
213	Local	Italy	IT	Italian	it	bresciatoday	European Union	General News	Brescia Today	webnews	http://www.bresciatoday.it/	(42.6384261, 12.674297)
214	National	Ukraine	UA	Russian	ru	lviv-portal-comments	Europe Other	General News	lviv portal - Інформаційний портал Львова	webnews	https://portal.lviv.ua/	(49.4871968, 31.2718321)
215	National	Chad	TD	French	fr	journaldutchad	Africa	General News	JournalduTchad	webnews	http://www.journaldutchad.com/	(15.6134137, 19.0156172)
216	National	Singapore	SG	English	en	yahoo-sg	Asia	General News	Yahoo News Singapore	webnews	https://sg.news.yahoo.com/singapore	(1.357107, 103.8194992)
217	National	France	FR	French	fr	amisdelaterre	European Union	General News	Les Amis de la Terre	webnews	https://www.amisdelaterre.org/	(46.603354, 1.8883335)
218	National	USA	US	English	en	agribusinessglobal	North America	General News	AgriBusiness	webnews	http://www.agribusinessglobal.com/	(38.38285435, -75.53060045679271)
219	National	Greece	GR	Modern Greek (1453-)	el	energypress	European Union	General News	energypress	webnews	https://energypress.gr/	(38.9953683, 21.9877132)
220	National	Vietnam	VN	Vietnamese	vi	baotainguyenmoitruong	Asia	General News	bao tai nguyen moi truong	webnews	https://baotainguyenmoitruong.vn/	(21.02078805, 105.78582576955777)
221	National	Austria	AT	German	de	bmi	European Union	General News	BM.I Bundesministerium für Inneres	webnews	https://www.bmi.gv.at/	(48.2088014, 16.364848066252694)
222	National	Hungary	HU	Hungarian	hu	bme	European Union	General News	Budapesti Műszaki és Gazdaságtudományi Egyetem	webnews	http://www.bme.hu/	(47.4796299, 19.056169864300102)
223	National	Sweden	SE	Swedish	sv	regionblekinge	European Union	General News	regionblekinge	webnews	http://www.regionblekinge.se/	(59.6749712, 14.5208584)
224	National	Brazil	BR	Portuguese	pt	roraimaemtempo	South America	General News	JORNAL RORAIMA EM TEMPO	webnews	http://roraimaemtempo.com/	(-10.3333333, -53.2)
225	National	Italy	IT	Italian	it	lopinionista	European Union	General News	L'opinionista	webnews	https://www.lopinionista.it/	(42.6384261, 12.674297)
226	National	Palestine, State of	PS	Arabic	ar	alqassam	Middle East	General News	AL-Qassam Brigades	webnews	http://www.alqassam.ps/arabic/	(31.94696655, 35.27386547291496)
227	National	USA	US	English	en	pysnnoticias	North America	General News	Pysnnoticias	webnews	http://pysnnoticias.com/	(39.7837304, -100.4458825)
228	National	France	FR	English	en	edhec	European Union	General News	edhec	webnews	https://www.edhec.edu/	(43.669725, 7.220981740932643)
229	National	Chile	CL	English	en	markets-businessinsider	South America	General News	Markets Business Insider	webnews	http://markets.businessinsider.com/	(-31.7613365, -71.3187697)
230	National	Pakistan	PK	English	en	nation	Asia	General News	The Nation	webnews	https://nation.com.pk/	(33.6974251, 73.0661033)
231	National	Spain	ES	Spanish	es	radiocable	European Union	General News	Radiocable	webnews	http://www.radiocable.com/	(39.3262345, -4.8380649)
232	National	Italy	IT	Italian	it	europa-today	European Union	General News	EuropaToday	webnews	http://europa.today.it/	(42.6384261, 12.674297)
233	International	Germany	DE	German	de	suddeutsche	European Union	General News	Süddeutsche Zeitung	webnews	https://www.sueddeutsche.de/	(48.1126099, 11.5876482)
234	National	Malaysia	MY	English	en	met-my	Asia	General News	met	webnews	http://www.met.gov.my/	(3.1824008, 101.66443291892168)
235	International	Japan	JP	Japanese	ja	rocketnews24	Asia	General News	Rocket news 24	webnews	http://en.rocketnews24.com/	(36.5748441, 139.2394179)
236	National	USA	US	English	en	directionsmag	North America	General News	directions magazine	webnews	http://www.directionsmag.com/	(39.7837304, -100.4458825)
237	National	Germany	DE	German	de	bka	European Union	General News	BKA	webnews	https://www.bka.de/DE/Home/home_node.html	(50.047495850000004, 8.228124882233846)
238	National	Ireland	IE	English	en	nsai	European Union	General News	National Standards Authority of Ireland	webnews	https://www.nsai.ie/	(52.865196, -7.9794599)
239	National	Poland	PL	Polish	pl	sadyogrody	European Union	General News	sadyogrody	webnews	http://www.sadyogrody.pl/	(52.0189912, 19.19558554308718)
240	National	Italy	IT	Italian	it	lavocedialba	European Union	General News	lavocedialba	webnews	http://www.lavocedialba.it/	(42.6384261, 12.674297)
241	International	Nicaragua	NI	Spanish	es	lajornadanet	Central America	General News	La Jornada	webnews	http://www.lajornadanet.com/	(12.6090157, -85.2936911)
242	National	China	CN	Chinese	zh	bjx	Asia	General News	bjx	webnews	http://news.bjx.com.cn/	(35.000074, 104.999927)
243	National	Iraq	IQ	Arabic	ar	kitabat	Middle East	General News	kitabat	webnews	https://kitabat.com/	(33.0955793, 44.1749775)
244	National	Porto Rico	PR	Spanish	es	elexpresso	Central America	General News	Periódico El Expresso de Puerto Rico	webnews	http://www.elexpresso.com/	(None, None)
245	National	Netherlands	NL	Dutch	nl	groentennieuws	European Union	General News	Dé website voor de Nederlandse groententeelt	webnews	https://www.groentennieuws.nl/	(52.5001698, 5.7480821)
246	National	Thailand	TH	English	en	chiangraitimes	Asia	General News	Chiang Rai Times	webnews	http://www.chiangraitimes.com/	(14.8971921, 100.83273)
247	National	Domenican Republic	DO	Spanish	es	prd-DO	Central America	General News	PLD	webnews	https://prd.org.do/	(None, None)
248	National	Syria	SY	Arabic	ar	rojavainformationcenter	Middle East	General News	Rojava Information Center - Rojava Information Center	webnews	https://rojavainformationcenter.com/	(34.6401861, 39.0494106)
249	Local	Italy	IT	Italian	it	ferrara24ore	European Union	General News	ferrara 24 ore	webnews	http://www.ferrara24ore.it/	(42.6384261, 12.674297)
250	National	Argentina	AR	Spanish	es	losandes	South America	General News	Los Andes	webnews	https://www.losandes.com.ar/	(-24.49659715, -67.38927011798691)
251	National	Lithuania	LT	Lithuanian	lt	kmintys	European Union	General News	kmintys	webnews	http://www.kmintys.lt/	(55.3500003, 23.7499997)
252	National	Greece	GR	Modern Greek (1453-)	el	larissanet	European Union	General News	larissanet	webnews	https://www.larissanet.gr/	(38.9953683, 21.9877132)
253	National	USA	US	English	en	bio	North America	General News	Biotechnology Industry Organization (BIO)	webnews	https://www.bio.org/	(39.7837304, -100.4458825)
254	National	Ukraine	UA	Russian	ru	bin	Europe Other	General News	bin (Kyiv)	webnews	http://www.bin.com.ua/	(50.3010537, 30.3514076)
255	National	Republic Congo	CG	French	fr	lesechos-congobrazza	Africa	General News	Les Echos du Congo Brazzaville	webnews	http://lesechos-congobrazza.com/	(-0.7264327, 15.6419155)
256	National	Czech Republic	CZ	Czech	cs	tyden	European Union	General News	Týden	webnews	http://www.tyden.cz	(49.8167003, 15.4749544)
257	National	Azerbaijan	AZ	Azerbaijani	az	big	Asia	General News	1news	webnews	http://big.az/	(40.3936294, 47.7872508)
258	National	Greece	GR	Modern Greek (1453-)	el	cretalive	European Union	General News	cretalive	webnews	https://www.cretalive.gr/	(38.9953683, 21.9877132)
259	National	Greece	GR	Modern Greek (1453-)	el	sev-org-gr	European Union	General News	Hellenic Federation of Enterprises	webnews	https://www.sev.org.gr/	(38.9953683, 21.9877132)
260	Regional	Italy	IT	Italian	it	ilgiorno	European Union	General News	il Giorno	webnews	https://www.ilgiorno.it/	(45.5845004, 9.2756398)
261	National	Switzerland	CH	German	de	blick	Europe Other	General News	Blick	webnews	http://www.blick.ch/	(47.7171202, 8.7821191)
262	National	Netherlands	NL	English	en	bhp	European Union	General News	bhp	webnews	https://www.bhp.com/	(52.5001698, 5.7480821)
263	National	Chile	CL	Spanish	es	elmorrocotudo	South America	General News	El Morrocotudo	webnews	http://www.elmorrocotudo.cl/	(-31.7613365, -71.3187697)
264	National	USA	US	English	en	suntimes	North America	General News	Chicago Sun Times	webnews	http://chicago.suntimes.com/	(41.8881455, -87.6376997)
265	National	Italy	IT	Italian	it	excite	European Union	General News	Excite Italia	webnews	http://www.excite.it/	(42.6384261, 12.674297)
266	National	Ireland	IE	English	en	environmentalresearchweb	European Union	General News	Environmental research web	webnews	http://environmentalresearchweb.org/	(52.865196, -7.9794599)
267	National	United Kingdom	GB	English	en	portsmouth	Europe Other	General News	The News	webnews	http://www.portsmouth.co.uk/	(51.88501505, 0.9153698596993182)
268	International	Peru	PE	Spanish	es	tvperu	South America	General News	TV Perú Canal 7	webnews	http://www.tvperu.gob.pe/informa	(-12.074319899999999, -77.03087903164129)
269	National	Netherlands	NL	Dutch	nl	europa-nu	European Union	General News	europa nu	webnews	http://www.europa-nu.nl/	(52.5001698, 5.7480821)
270	International	Italy	IT	Italian	it	agenpress	European Union	General News	Agenpress	webnews	https://www.agenpress.it/	(42.6384261, 12.674297)
271	National	Palestine, State of	PS	Arabic	ar	alquds-uk	Middle East	General News	alquds alarabi	webnews	http://www.alquds.co.uk/	(31.94696655, 35.27386547291496)
272	National	USA	US	English	en	securitycouncilreport	North America	General News	Security Council Report	webnews	http://www.securitycouncilreport.org/	(39.7837304, -100.4458825)
273	National	Sweden	SE	Swedish	sv	aftonbladet	European Union	General News	Swedish  webnews	webnews	https://www.aftonbladet.se/	(59.6749712, 14.5208584)
274	National	Saint Vincent and the Grenadines	VC	English	en	security-gov	Central America	General News	Ministry of National Security, Air and Sea Port Development	webnews	http://www.security.gov.vc/security/	(12.90447, -61.2765569)
275	National	United Kingdom	GB	English	en	ons.uk	Europe Other	General News	Office for National Statistics	webnews	https://www.ons.gov.uk/	(51.56667025, -3.028396882718652)
276	National	Armenia	AM	Russian	ru	arka-am-ru	Asia	General News	ARKA	webnews	http://arka.am/ru/	(40.1813387, 44.5045964)
277	National	Italy	IT	Italian	it	monitorimmobiliare	European Union	General News	Monitor Immobiliare	webnews	https://www.monitorimmobiliare.it/	(42.6384261, 12.674297)
278	National	Kuwait	KW	Arabic	ar	kisr	Middle East	General News	kisr	webnews	http://www.kisr.edu.kw/ar/ 	(29.17661825, 47.68468942801603)
279	National	Sweden	SE	Swedish	sv	bgc	European Union	General News	Bankgirot	webnews	https://www.bankgirot.se/	(59.6749712, 14.5208584)
280	National	Denmark	DK	Danish	da	brintbranchen	European Union	General News	brintbranchen	webnews	https://brintbranchen.dk/	(55.670249, 10.3333283)
281	National	Sweden	SE	English	en	nordicforestresearch	European Union	General News	Nordic Forest Research (SNS)	webnews	https://nordicforestresearch.org/	(59.6749712, 14.5208584)
282	National	Bulgaria	BG	Bulgarian	bg	div-bg	European Union	General News	div	webnews	http://div.bg/	(41.97608015, 26.27689230443904)
283	National	Brazil	BR	Portuguese	pt	folhape	South America	General News	Folha pe	webnews	https://www.folhape.com.br/	(-8.02916175, -34.92393781833389)
284	National	Somalia	SO	English	en	garoweonline	Africa	General News	Garowe Online	webnews	http://www.garoweonline.com/	(8.3676771, 49.083416)
285	National	Norway	NO	Norwegian	no	kvinnheringen	Europe Other	General News	kvinnheringen	webnews	http://www.kvinnheringen.no	(60.5000209, 9.0999715)
286	National	Algeria	DZ	Arabic	ar	th3professional	Africa	General News	th3professional	webnews	http://www.th3professional.com/	(28.0000272, 2.9999825)
287	National	Argentina	AR	Spanish	es	urgente24	South America	General News	urgente24	webnews	https://www.urgente24.com/	(-34.9964963, -64.9672817)
288	National	Estonia	EE	Estonian	et	uudised-tv3	European Union	General News	TV3	TVRadio	https://uudised.tv3.ee	(58.7523778, 25.3319078)
289	National	Sweden	SE	Swedish	sv	omni	European Union	General News	omni	webnews	http://omni.se/	(59.3471092, 18.0333448)
290	National	Thailand	TH	Thai	th	innnews	Asia	General News	innnews	webnews	https://www.innnews.co.th/	(14.8971921, 100.83273)
291	National	Iran	IR	Persian	fa	itna	Middle East	General News	Information Technology News Agency	webnews	http://www.itna.ir/	(32.6475314, 54.5643516)
292	National	Sweden	SE	Swedish	sv	avfallsverige	European Union	General News	Avfall Sverige	webnews	http://www.avfallsverige.se/	(59.6749712, 14.5208584)
